id_respondent,ses_region_administrative,ses_age_category,behav_vote_turnout_municipal_2021,behav_vote_method,op_covid_measures_easy_to_understand,op_covid_measures_reassuring,op_voting_ease,op_reason_not_vote_no_interest,op_reason_not_vote_lack_info,op_reason_not_vote_disliked_candidates,op_reason_not_vote_not_concerned,op_reason_not_vote_no_impact,op_reason_not_vote_lost_trust,op_reason_not_vote_too_busy,op_reason_not_vote_away,op_reason_not_vote_covid_concern,ses_gender,ses_language_home,ses_born_canada,ses_education,ses_occupation,ses_income_household,ses_household_type,weight_standard,weight_turnout_adjusted,op_reason_not_vote_other,behav_contacted_by_campaign,ses_homeowner,behav_considered_running,op_knowledge_candidates_names,op_knowledge_candidates_platforms,op_closeness_to_party,op_satisfaction_democracy_municipal,op_council_too_complicated,op_council_not_concerned_citizens,op_trust_council,op_citizens_can_influence,op_elected_reflect_diversity,op_council_decisions_impact,op_interest_municipal_politics,behav_vote_frequency_history,op_voting_duty_vs_choice,op_vote_makes_difference,op_voting_makes_proud,op_voting_important_to_others,op_frequency_discuss_politics,behav_volunteering_past_year,behav_civic_participation,op_sense_of_belonging,ses_years_in_municipality,op_barrier_running_salary,op_barrier_running_workload,op_barrier_running_recognition,op_barrier_running_incumbency,op_barrier_running_harassment
40772,monteregie,35_44,voted,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,female,french,1.0,,employed,20k_to_40k,other,0.6740691065788269,1.0739414691925049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.0,1.0,,0.0,0.0,0.0,1.0,never,0.0,0.0,over_20_years,0.0,0.33,0.0,0.0,0.0
40773,centre_du_quebec,35_44,did_not_vote,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,female,english,1.0,bachelor,employed,100k_to_120k,single_no_children,0.6953297257423401,1.0361260175704956,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,0.67,0.33,0.0,1.0,0.0,duty,1.0,1.0,0.67,0.0,regularly,1.0,1.0,5_to_10_years,1.0,1.0,0.67,0.67,1.0
40775,monteregie,35_44,voted,,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,female,english,1.0,bachelor,employed,100k_to_120k,couple_with_children,0.3366211950778961,0.4395623803138733,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,0.33,1.0,0.67,1.0,1.0,0.67,duty,1.0,0.33,0.67,0.67,regularly,1.0,1.0,5_to_10_years,1.0,0.33,0.33,0.67,0.0
40776,montreal,35_44,did_not_vote,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,female,english,1.0,college_cegep,employed,100k_to_120k,single_no_children,0.3366211950778961,0.4395623803138733,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.33,0.67,1.0,0.0,1.0,0.0,duty,0.67,1.0,0.33,0.0,regularly,1.0,1.0,5_to_10_years,0.33,1.0,0.67,0.67,1.0
40778,chaudiere_appalaches,35_44,not_eligible,in_person,1.0,0.67,1.0,,,,,,,,,,female,english,1.0,bachelor,employed,100k_to_120k,single_no_children,0.6953297257423401,0.3548816442489624,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.67,0.67,0.33,1.0,0.0,1.0,0.0,duty,1.0,0.67,1.0,0.0,regularly,1.0,1.0,5_to_10_years,0.33,0.67,1.0,0.67,1.0
40780,outaouais,35_44,voted,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,female,french,1.0,high_school,employed,60k_to_80k,single_parent,0.3263285458087921,0.4556045532226562,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.67,0.67,0.33,1.0,0.67,0.67,0.67,0.33,1.0,,0.67,0.0,0.33,1.0,never,0.0,0.67,over_20_years,0.0,0.33,0.0,0.0,0.33
40781,estrie,35_44,voted,,,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,female,french,1.0,high_school,self_employed,20k_to_40k,single_no_children,0.2781267762184143,0.2995081543922424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.33,1.0,1.0,0.67,0.0,1.0,duty,0.0,0.0,0.0,1.0,never,0.0,0.33,5_to_10_years,0.33,0.33,0.33,0.33,0.33
40782,laurentides,25_34,not_eligible,in_person,1.0,0.67,0.67,,,,,,,,,,male,french,1.0,graduate,employed,40k_to_60k,couple_with_children,0.4207970201969147,0.2701301574707031,,1.0,1.0,1.0,1.0,1.0,0.67,0.67,0.33,1.0,0.0,0.67,0.67,1.0,0.67,1.0,choice,1.0,1.0,0.67,0.67,regularly,0.0,0.67,5_to_10_years,1.0,1.0,0.67,0.33,0.67
40783,monteregie,35_44,did_not_vote,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,female,french,1.0,college_cegep,employed,120k_to_150k,couple_with_children,0.6740691065788269,1.0739414691925049,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.33,0.33,choice,0.67,0.33,0.67,0.67,never,0.0,0.33,over_20_years,0.67,0.33,0.33,0.33,0.33
40784,lanaudiere,35_44,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,employed,80k_to_100k,couple_with_children,0.3263285458087921,0.2014979273080825,,1.0,1.0,0.0,1.0,0.5,0.67,0.67,0.33,0.33,0.67,0.67,0.67,0.67,0.33,0.0,choice,0.67,0.67,0.67,0.67,never,1.0,0.67,11_to_20_years,0.33,0.33,0.33,0.33,0.67
40787,outaouais,35_44,voted,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,female,french,1.0,bachelor,employed,over_150k,couple_with_children,0.3263285458087921,0.4556045532226562,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.33,0.67,0.33,0.33,0.33,0.67,0.33,1.0,duty,0.0,0.33,0.67,0.67,never,0.0,0.67,5_to_10_years,0.67,0.0,0.67,0.67,0.0
40788,capitale_nationale,35_44,not_eligible,in_person,1.0,0.67,1.0,,,,,,,,,,male,english,1.0,graduate,employed,80k_to_100k,couple_with_children,0.3916460573673248,0.2027520090341568,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.67,1.0,1.0,1.0,1.0,0.0,duty,1.0,1.0,0.67,0.33,regularly,1.0,1.0,over_20_years,0.67,1.0,0.67,1.0,0.67
40792,laurentides,25_34,did_not_vote,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,female,french,1.0,elementary,self_employed,100k_to_120k,couple_no_children,0.5341512560844421,0.7763860821723938,0.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.33,0.67,0.67,0.33,1.0,1.0,0.67,0.67,choice,1.0,0.33,0.67,0.67,regularly,1.0,0.67,5_to_10_years,0.33,1.0,0.67,0.33,1.0
40793,laurentides,25_34,voted,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,female,french,1.0,college_cegep,employed,60k_to_80k,couple_no_children,0.5341512560844421,0.7763860821723938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.33,0.67,0.67,0.67,0.67,0.0,0.33,,0.67,0.33,0.0,1.0,never,0.0,0.33,5_to_10_years,0.33,0.67,0.33,0.33,0.67
40794,abitibi_temiscamingue,35_44,not_eligible,in_person,0.67,0.67,0.67,,,,,,,,,,male,french,1.0,high_school,employed,120k_to_150k,couple_with_children,0.7842537760734558,0.3836304843425751,,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.33,0.0,choice,0.67,0.67,0.67,0.67,,0.0,0.33,over_20_years,0.67,0.67,0.67,0.67,1.0
40795,monteregie,35_44,voted,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,female,other,1.0,college_cegep,employed,40k_to_60k,single_parent,0.6953297257423401,1.0361260175704956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.33,0.67,0.33,0.67,1.0,0.0,1.0,duty,0.33,0.33,0.33,1.0,never,0.0,0.33,5_to_10_years,0.33,0.33,0.33,0.67,0.67
40797,chaudiere_appalaches,25_34,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,bachelor,employed,60k_to_80k,couple_no_children,0.5341512560844421,0.2659195959568023,,0.0,1.0,0.0,1.0,0.5,0.67,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.67,0.0,choice,0.67,1.0,1.0,0.0,never,0.0,0.67,over_20_years,0.0,0.33,0.33,1.0,0.67
40798,monteregie,35_44,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,male,french,1.0,bachelor,employed,20k_to_40k,single_no_children,0.7842537760734558,0.3836304843425751,,0.0,0.0,0.0,1.0,1.0,1.0,0.67,0.67,0.67,1.0,0.67,0.67,0.33,1.0,0.0,duty,0.67,0.67,0.67,0.33,never,0.0,0.67,over_20_years,0.67,0.67,0.67,0.67,1.0
40799,monteregie,35_44,not_eligible,by_mail,,,0.67,,,,,,,,,,female,french,1.0,high_school,employed,80k_to_100k,couple_no_children,0.6740691065788269,0.3678326308727264,,0.0,0.0,0.0,0.5,0.5,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67,duty,0.67,0.67,0.67,0.67,occasionally,0.0,0.67,5_to_10_years,0.67,0.67,0.67,0.67,0.67
40800,montreal,25_34,voted,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,male,english,1.0,bachelor,employed,80k_to_100k,multigenerational,0.4340693354606628,0.5892806649208069,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.67,1.0,0.33,0.0,0.67,1.0,1.0,duty,0.33,1.0,0.67,1.0,regularly,1.0,1.0,5_to_10_years,1.0,0.0,0.67,0.33,0.33
40801,outaouais,25_34,not_eligible,in_person,0.67,0.67,1.0,,,,,,,,,,female,french,1.0,high_school,employed,over_150k,couple_no_children,0.2585919201374054,0.1456697583198547,,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.67,0.33,0.67,0.67,0.67,0.33,0.67,0.0,choice,1.0,1.0,1.0,1.0,never,0.0,0.67,5_to_10_years,0.67,0.33,0.33,0.33,0.67
40802,monteregie,25_34,did_not_vote,,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,male,french,0.0,bachelor,employed,60k_to_80k,single_parent,0.8692047595977783,1.4397292137145996,0.0,1.0,1.0,0.0,1.0,0.5,0.67,0.67,0.67,0.67,0.67,0.33,1.0,0.67,0.33,0.67,duty,0.33,0.33,0.33,0.33,occasionally,0.0,0.67,5_to_10_years,0.0,0.33,0.33,0.33,0.67
40804,chaudiere_appalaches,35_44,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,employed,120k_to_150k,couple_with_children,0.2781267762184143,0.2372951358556747,,0.0,1.0,0.0,0.5,0.0,0.0,0.33,0.67,0.67,0.33,0.0,0.67,0.33,0.33,0.33,choice,0.33,0.33,0.33,0.67,occasionally,0.0,0.67,over_20_years,0.67,0.67,0.33,0.33,0.67
40805,monteregie,35_44,not_eligible,in_person,1.0,0.67,1.0,,,,,,,,,,male,english,1.0,graduate,employed,over_150k,couple_with_children,0.8089898824691772,0.3701227307319641,,1.0,1.0,0.0,1.0,1.0,0.67,0.67,0.67,0.33,0.67,0.67,1.0,0.0,0.67,0.0,duty,0.67,1.0,0.67,0.33,occasionally,0.0,1.0,11_to_20_years,0.33,0.67,0.67,1.0,1.0
40806,monteregie,25_34,voted,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,female,french,1.0,college_cegep,employed,,single_no_children,0.5341512560844421,0.7763860821723938,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.67,0.33,0.33,0.67,0.67,0.33,0.67,0.0,0.67,duty,0.67,0.33,0.0,0.67,never,0.0,0.33,5_to_10_years,0.0,0.67,0.33,0.33,0.33
40807,centre_du_quebec,35_44,did_not_vote,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,female,french,1.0,high_school,employed,100k_to_120k,couple_with_children,0.2781267762184143,0.2995081543922424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.67,0.33,0.33,0.67,0.67,0.67,0.67,0.33,0.0,choice,0.67,0.33,0.67,0.67,never,0.0,0.33,over_20_years,0.67,0.67,0.33,0.33,0.33
40808,centre_du_quebec,18_24,voted,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,male,french,1.0,,employed,20k_to_40k,couple_no_children,0.6307944655418396,0.6320086717605591,0.0,0.0,1.0,0.0,0.5,0.0,,0.33,0.33,0.67,0.33,0.67,0.67,0.67,0.33,0.67,duty,0.67,0.33,0.33,1.0,,0.0,0.33,5_to_10_years,0.67,0.33,0.33,0.67,0.33
40809,monteregie,25_34,voted,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,male,french,1.0,high_school,self_employed,under_20k,single_no_children,0.8692047595977783,1.4397292137145996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.33,0.67,1.0,0.33,1.0,0.0,1.0,duty,0.67,0.0,0.0,1.0,never,0.0,0.0,over_20_years,0.33,0.67,0.67,0.33,0.67
40810,estrie,35_44,voted,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,male,french,1.0,high_school,employed,60k_to_80k,couple_no_children,0.323589950799942,0.3123702108860016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.67,0.67,0.67,0.67,0.67,0.33,0.33,0.67,duty,0.33,0.67,0.67,0.33,never,0.0,0.33,11_to_20_years,0.33,0.67,0.67,1.0,0.0
40811,montreal,25_34,voted,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,male,english,1.0,high_school,self_employed,under_20k,single_no_children,0.8966200947761536,1.3890373706817627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,1.0,1.0,0.0,0.0,0.67,0.0,0.0,1.0,duty,0.0,0.0,0.0,1.0,occasionally,0.0,0.0,over_20_years,0.0,0.0,0.0,0.0,0.0
40815,lanaudiere,18_24,not_eligible,in_person,1.0,0.67,1.0,,,,,,,,,,female,french,1.0,high_school,student,under_20k,,0.3866943120956421,0.2015577256679535,,0.0,0.0,0.0,0.5,1.0,0.33,0.67,0.33,0.67,0.67,1.0,0.67,0.33,0.0,0.67,choice,1.0,1.0,1.0,1.0,occasionally,0.0,0.0,over_20_years,0.0,0.33,0.67,1.0,1.0
40816,chaudiere_appalaches,35_44,not_eligible,in_person,1.0,0.0,0.67,,,,,,,,,,female,french,1.0,bachelor,employed,40k_to_60k,single_parent,0.2781267762184143,0.2372951358556747,,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.33,1.0,0.0,choice,0.0,0.0,0.33,0.0,occasionally,1.0,0.0,5_to_10_years,0.33,0.0,1.0,1.0,0.67
40817,abitibi_temiscamingue,35_44,not_eligible,in_person,1.0,1.0,1.0,,,,,,,,,,female,french,1.0,college_cegep,employed,80k_to_100k,couple_no_children,0.6740691065788269,0.3678326308727264,,0.0,0.0,0.0,1.0,0.0,0.33,0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.33,choice,0.67,0.67,1.0,0.67,occasionally,0.0,0.67,over_20_years,0.67,1.0,0.67,0.67,0.67
40818,abitibi_temiscamingue,18_24,not_eligible,by_mail,,,0.67,,,,,,,,,,female,english,0.0,high_school,self_employed,20k_to_40k,couple_with_children,0.3988909423351288,0.1944610923528671,,1.0,1.0,1.0,1.0,1.0,0.33,0.67,0.67,0.67,0.33,0.33,0.33,0.67,0.0,0.0,duty,0.67,0.67,0.67,0.33,never,,0.33,11_to_20_years,0.33,0.33,0.67,0.33,0.33
40819,monteregie,35_44,voted,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,female,french,1.0,,homemaker,under_20k,couple_with_children,0.6740691065788269,1.0739414691925049,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.0,1.0,duty,0.33,0.33,0.33,1.0,never,0.0,0.67,over_20_years,0.33,0.33,0.67,0.33,0.0
40820,montreal,35_44,not_eligible,in_person,1.0,0.67,1.0,,,,,,,,,,female,english,1.0,bachelor,employed,100k_to_120k,couple_with_children,0.3366211950778961,0.1944029033184051,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.67,1.0,1.0,0.67,0.0,1.0,0.0,duty,0.33,1.0,0.67,0.0,regularly,1.0,1.0,5_to_10_years,1.0,0.67,0.67,1.0,1.0
40821,monteregie,25_34,did_not_vote,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,female,french,1.0,bachelor,employed,40k_to_60k,single_no_children,0.5341512560844421,0.7763860821723938,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.67,1.0,0.33,0.33,0.67,0.67,0.67,0.33,0.33,,0.67,0.33,0.33,0.67,never,1.0,0.33,5_to_10_years,0.67,0.67,1.0,0.67,1.0
40822,laurentides,35_44,voted,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,female,french,1.0,graduate,employed,40k_to_60k,couple_no_children,0.6740691065788269,1.0739414691925049,0.0,0.0,1.0,0.0,0.5,0.0,0.33,0.67,1.0,0.33,0.33,0.67,0.67,0.67,0.33,1.0,duty,0.33,0.33,0.33,1.0,never,0.0,0.33,5_to_10_years,0.33,1.0,0.67,1.0,0.67
40823,monteregie,35_44,not_eligible,in_person,0.67,0.67,1.0,,,,,,,,,,female,french,1.0,bachelor,employed,120k_to_150k,couple_with_children,0.6740691065788269,0.3678326308727264,,1.0,1.0,0.0,1.0,0.5,0.33,0.67,0.33,0.33,0.67,0.67,0.67,0.33,0.67,0.0,choice,0.33,0.67,0.67,0.0,occasionally,0.0,0.67,over_20_years,0.33,0.33,0.67,0.33,0.67
40824,estrie,35_44,voted,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female,french,1.0,college_cegep,employed,80k_to_100k,multigenerational,0.2781267762184143,0.2995081543922424,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.0,1.0,duty,0.0,0.0,0.0,1.0,regularly,0.0,0.33,over_20_years,0.67,0.67,0.67,0.67,0.67
40825,monteregie,35_44,not_eligible,in_person,0.67,0.67,0.67,,,,,,,,,,female,french,1.0,bachelor,employed,120k_to_150k,couple_with_children,0.6740691065788269,0.3678326308727264,,1.0,1.0,0.0,1.0,0.5,0.33,0.67,0.33,0.33,0.67,0.67,0.67,0.33,1.0,0.0,choice,0.33,0.67,0.67,0.0,occasionally,0.0,0.67,over_20_years,0.33,0.33,0.67,0.67,0.67
40827,monteregie,18_24,did_not_vote,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,male,french,1.0,high_school,self_employed,100k_to_120k,couple_no_children,1.5287959575653076,2.266181707382202,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.33,0.33,0.67,1.0,1.0,1.0,duty,0.33,0.67,1.0,1.0,regularly,1.0,1.0,5_to_10_years,0.67,0.33,0.33,0.0,1.0
40828,mauricie,18_24,voted,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,female,french,1.0,high_school,homemaker,under_20k,couple_with_children,0.3295759260654449,0.2995974123477936,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67,1.0,,0.67,0.67,0.33,0.67,,,0.33,5_to_10_years,0.33,0.67,0.33,0.67,0.67
40830,chaudiere_appalaches,25_34,did_not_vote,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,female,french,1.0,high_school,employed,20k_to_40k,single_no_children,0.2585919201374054,0.3293706476688385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.67,0.33,0.33,0.0,0.67,0.33,0.67,duty,0.33,0.33,0.33,0.67,never,0.0,0.67,over_20_years,0.33,0.33,0.67,0.67,0.33
40833,montreal,35_44,voted,,,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,male,french,1.0,elementary,employed,120k_to_150k,single_no_children,0.3796708583831787,0.4751705229282379,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.67,0.0,0.33,1.0,1.0,1.0,duty,0.33,0.67,1.0,1.0,regularly,1.0,1.0,5_to_10_years,1.0,0.33,0.67,0.0,0.33
40835,monteregie,18_24,did_not_vote,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,female,english,1.0,high_school,self_employed,80k_to_100k,couple_no_children,0.8239551186561584,1.0364348888397217,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,0.33,0.67,0.33,0.0,0.67,1.0,0.67,duty,1.0,0.67,0.33,0.67,regularly,1.0,1.0,5_to_10_years,0.33,1.0,0.0,0.67,0.0
40836,monteregie,25_34,voted,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,female,french,1.0,college_cegep,self_employed,80k_to_100k,single_no_children,0.5341512560844421,0.7763860821723938,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.67,0.33,1.0,1.0,1.0,0.67,duty,0.33,0.67,1.0,0.67,regularly,1.0,1.0,5_to_10_years,0.33,0.33,0.67,1.0,0.67
40837,centre_du_quebec,35_44,voted,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,female,french,1.0,high_school,homemaker,,couple_with_children,0.6740691065788269,1.0739414691925049,0.0,0.0,0.0,0.0,0.0,0.0,,0.33,1.0,1.0,0.67,0.33,0.33,0.67,0.0,1.0,duty,0.0,0.0,0.0,1.0,never,0.0,0.33,over_20_years,0.67,1.0,1.0,0.67,1.0
40839,chaudiere_appalaches,25_34,voted,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,female,french,1.0,college_cegep,employed,,couple_with_children,0.2585919201374054,0.3293706476688385,0.0,0.0,0.0,0.0,0.5,0.0,0.33,0.67,0.33,0.0,1.0,0.33,1.0,0.67,0.67,0.0,duty,1.0,0.67,0.67,0.33,occasionally,1.0,1.0,over_20_years,0.33,0.33,0.33,0.33,0.33
40840,lanaudiere,18_24,did_not_vote,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,female,english,1.0,high_school,self_employed,80k_to_100k,couple_no_children,0.8239551186561584,1.0364348888397217,0.0,1.0,1.0,1.0,0.5,0.5,0.67,0.67,0.33,0.67,1.0,0.0,0.0,0.67,0.67,1.0,duty,0.67,0.33,1.0,0.67,regularly,1.0,0.67,5_to_10_years,1.0,0.0,0.0,0.0,0.67
40841,monteregie,18_24,did_not_vote,,,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,female,french,1.0,high_school,employed,40k_to_60k,couple_no_children,0.3866943120956421,0.4557398557662964,0.0,1.0,0.0,1.0,1.0,0.5,0.33,0.33,0.67,0.33,1.0,0.67,0.33,0.67,0.67,0.67,choice,0.67,0.0,1.0,0.67,occasionally,0.0,0.33,11_to_20_years,0.33,0.67,0.67,0.33,0.67
40842,laurentides,25_34,did_not_vote,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,female,french,1.0,high_school,employed,under_20k,single_parent,0.2585919201374054,0.3293706476688385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.67,0.67,0.33,0.67,1.0,0.33,0.33,choice,0.0,0.0,0.0,1.0,never,0.0,0.0,under_5_years,0.0,0.0,1.0,0.0,0.0
40844,outaouais,35_44,voted,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,female,french,1.0,high_school,self_employed,under_20k,single_parent,0.2781267762184143,0.2995081543922424,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.33,0.67,0.67,0.0,0.33,0.33,0.67,0.0,1.0,,0.67,0.33,0.33,1.0,never,0.0,0.33,11_to_20_years,0.33,0.33,0.33,0.33,0.33
40847,bas_saint_laurent,25_34,not_eligible,in_person,1.0,1.0,0.67,,,,,,,,,,female,french,1.0,high_school,employed,40k_to_60k,couple_with_children,0.2585919201374054,0.1456697583198547,,0.0,1.0,0.0,0.5,1.0,0.33,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.33,choice,1.0,1.0,1.0,0.33,occasionally,,1.0,over_20_years,0.67,1.0,1.0,0.67,1.0
40848,monteregie,18_24,did_not_vote,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,male,french,1.0,high_school,self_employed,100k_to_120k,couple_no_children,0.7401166558265686,0.961395502090454,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.0,0.33,0.33,1.0,1.0,1.0,duty,0.33,1.0,0.67,1.0,regularly,1.0,1.0,5_to_10_years,1.0,0.33,0.0,0.33,0.67
40850,laurentides,25_34,did_not_vote,,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,female,french,1.0,high_school,self_employed,80k_to_100k,couple_no_children,0.5341512560844421,0.7763860821723938,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.67,0.33,0.33,1.0,1.0,1.0,1.0,duty,0.67,0.33,1.0,1.0,regularly,1.0,1.0,11_to_20_years,1.0,0.67,0.33,1.0,0.33
40851,laurentides,25_34,did_not_vote,,,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,male,french,1.0,graduate,employed,60k_to_80k,couple_no_children,0.8692047595977783,1.4397292137145996,0.0,1.0,1.0,1.0,1.0,0.5,0.67,0.67,0.33,0.67,0.0,1.0,0.67,0.67,0.67,0.33,choice,1.0,0.67,0.33,0.33,regularly,1.0,1.0,over_20_years,0.0,0.67,0.67,0.33,1.0
40852,centre_du_quebec,18_24,did_not_vote,,,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,male,french,1.0,high_school,self_employed,100k_to_120k,couple_no_children,1.5287959575653076,2.266181707382202,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.0,0.67,1.0,1.0,1.0,duty,0.33,1.0,0.67,0.67,regularly,1.0,1.0,5_to_10_years,0.67,1.0,0.0,0.33,0.33
40853,centre_du_quebec,18_24,voted,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,male,french,1.0,high_school,self_employed,100k_to_120k,couple_no_children,1.5287959575653076,2.266181707382202,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.33,1.0,0.33,0.0,1.0,1.0,1.0,duty,0.67,0.33,1.0,1.0,regularly,1.0,1.0,5_to_10_years,0.33,1.0,0.67,0.33,0.0
40855,montreal,18_24,did_not_vote,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,male,french,1.0,high_school,self_employed,100k_to_120k,couple_no_children,1.5287959575653076,2.266181707382202,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.67,0.33,1.0,0.33,1.0,1.0,1.0,duty,0.67,1.0,0.33,1.0,regularly,1.0,1.0,5_to_10_years,0.0,0.33,0.67,1.0,0.33
